,building_type,sqft,yearbuilt,numberoffloors,airTemperature,humidity,power_consumption
7383,Police Station,283.0,1912.0,1.0,15.400733215309222,61.86469656689202,3.0755635891476913
7384,Technology/science,127491.0,1981.0,7.0,15.11948857236577,71.5846677694856,505.40698445913415
7385,Athletic Field,9387.0,1952.0,3.0,22.381443298793727,71.53054842460294,0.0197319881440948
7386,Support,164380.0,1978.0,15.0,11.038901514843385,62.65142219767376,444.910966374809
7387,Other - Recreation,12625.0,1917.0,4.0,15.776797896950967,61.03199442035181,31.89272904369224
7388,Sports Facility,34137.0,1974.0,4.0,10.66464828792035,43.238287310266,158.06797140877947
7389,Primary/Secondary Classroom,22093.0,1976.0,1.0,12.727081860638885,83.18773297318369,6.316835246968861
7390,Primary/Secondary Classroom,20328.0,1976.0,1.0,10.724966349359875,84.17497873648375,0.0197319881440948
7391,Research,57010.0,1976.0,8.0,12.628764044583438,62.86231381739641,55.943252152357786
7392,College Classroom,273649.0,1921.0,25.0,9.580647380576576,62.9189179733367,488.4357623059395
7393,Senior Care Community,283.0,2017.0,2.0,15.949538960647724,60.38018369906549,41.25436793771195
7394,Fire Station,5040.0,1917.0,1.0,15.764532385996063,60.93794460668988,0.0197319881440948
7395,Research,31378.0,1900.0,10.0,13.084105517337225,63.13265340207639,32.289361589778935
7396,Public services,81161.0,1998.0,8.0,15.057462859778406,71.32960265532223,33.1005684507512
7397,Fitness Center,49242.0,2000.0,20.0,25.075584311937067,25.5083874959562,87.4315809675727
7398,Warehouse,283.0,1923.0,1.0,9.08506545924024,71.29357119728718,27.70857261657175
7399,Conference Center,117921.0,1991.0,19.0,21.444978852022693,63.70770167550913,148.76280538021828
7400,College Classroom,114100.0,1992.0,8.0,9.382991016183347,72.03983978118268,51.76569224361147
7401,Fire Station,8902.0,1904.0,14.0,15.47875099645835,62.03568380030588,16.83185175947888
7402,Residence Hall	,50262.0,1975.0,5.0,10.625940534399245,71.11563218963497,192.16591150790344
7403,Community Center,22624.0,1963.0,2.0,10.982327785569137,84.10856782398426,14.21575763709688
7404,Police Station,4031.0,1904.0,9.0,15.91033299431622,62.30191410593952,39.01700798309619
7405,Retail,16799.0,1918.0,2.0,9.282097474491952,70.79839790683086,41.98109527382698
7406,Urgent Care Center/Clinic/Other Outpatient Office,9850.0,1983.0,17.0,10.085865082441783,62.12272570493264,106.03981973435278
7407,Classroom,131208.0,2010.0,7.0,22.45087411233353,71.11789131738692,208.6221790720927
7408,Retail,5147.0,1928.0,7.0,23.38547020620269,71.14456086383139,15.746640740391655
7409,Fire Station,8388.0,1911.0,4.0,15.766618130849494,61.43078873510424,0.0197319881440948
7410,Market,74195.0,1961.0,1.0,11.178050583726268,62.255352999111,23.624764535442402
7411,Police Station,1017.0,1909.0,4.0,15.803773137674032,61.52046055271502,40.561512430266944
7412,"Recreation Center, Community Centers",21763.0,1918.0,5.0,22.656680236686714,71.07438178323403,0.0197319881440948
7413,"Fire Station, Fire Stations",11008.0,1902.0,2.0,22.84265862219716,71.27615795289749,24.049653656492808
7414,Other,1148.0,1920.0,2.0,22.896312894297125,70.40709012859519,0.0197319881440948
7415,Residence Hall,198369.0,1996.0,7.0,23.930237998020107,70.6383323388514,39.9705775778793
7416,Restaurant,283.0,1966.0,5.0,25.075584311937067,25.5083874959562,39.93006953424115
7417,Library,96308.0,1939.0,14.0,10.196077700973115,62.85218810117536,63.817320932645465
7418,Office,133100.0,1925.0,9.0,21.371869820798278,63.62856878519393,165.69561804080854
7419,Sports Stadium,8610.0,1910.0,8.0,24.778353015094215,62.58672510243915,34.42520719497068
7420,Classroom,126920.0,2006.0,4.0,22.925961185170046,70.98423949784167,37.59321574537921
7421,Athletic,85459.0,1904.0,23.0,12.503917558382343,63.08460298921693,179.64188282629385
7422,Entertainment/public assembly,7725.0,1977.0,1.0,15.0021868373423,71.00972010664665,41.96744905533308
7423,Residence Hall,190671.0,2009.0,11.0,22.03087292922781,71.17180598496857,112.33803064769569
7424,"Fire Station, Fire Stations",283.0,1941.0,1.0,22.856933561256483,70.54369605151132,0.0197319881440948
7425,Residence Hall,163749.0,1998.0,9.0,21.97228284827298,71.40443212585564,94.41896727607197
7426,Stadium,94248.0,1996.0,5.0,23.010707236304533,71.15906354146153,86.9707402334971
7427,College Classroom,75750.0,1921.0,9.0,23.52495547995145,25.85974722037454,115.13929891904337
7428,Other - Lodging/Residential,283.0,1967.0,10.0,15.529930435994057,61.40328720691404,91.74740969022403
7429,Parking Garage,25246.0,2007.0,6.0,24.39031963088968,70.86102886535986,0.0197319881440948
7430,Retail,6218.0,1914.0,5.0,24.43131875062513,25.5083874959562,0.0197319881440948
7431,Research,79528.0,1972.0,4.0,12.824510385634198,62.88760035072004,128.153200706345
7432,Non-Refrigerated Warehouse,17185.0,1999.0,19.0,15.797313275245717,61.10845884696394,8.016900257945188
7433,Dormitory,175531.0,1971.0,14.0,15.394211220834373,62.31035685566778,222.4283688590456
7434,College Laboratory,184550.0,1931.0,8.0,9.34674984490356,63.01565342782101,90.64442096338882
7435,Warehouse (Unconditioned),85365.0,1959.0,11.0,9.533418846057087,63.39104848744095,0.8879834097654999
7436,Parking: Enclosed Garage,106636.0,1988.0,4.0,10.135784286505078,63.55352575631196,52.16708833166083
7437,Library,44430.0,1965.0,7.0,15.446285040363245,61.44323912369887,230.391911476342
7438,College Laboratory,95490.0,1963.0,13.0,11.139969858998416,62.42085648609213,415.9510181271287
7439,Research,66160.0,1972.0,22.0,12.192992031090146,63.11013466101519,358.26987826333436
7440,Data Center,139031.0,1999.0,7.0,22.011634869870456,62.55934658802867,103.44484927124694
7441,Residence Hall,381062.0,1929.0,8.0,22.54860910640221,71.94947423601502,93.77613331779762
7442,Central Plant,514.0,1974.0,8.0,22.80037871639851,61.68943326211411,20.74109370584195
7443,Police Station,14767.0,1907.0,7.0,15.918706459280811,61.45163813045254,25.813049001906364
7444,Fire Station,5623.0,1925.0,10.0,15.693062236853095,61.60450076463722,28.978915205142094
7445,Office,233852.0,1921.0,7.0,10.620219744024645,63.33998222764613,19.921960577252392
7446,Community Center,87493.0,1917.0,1.0,12.830673725097324,80.86895365229272,0.0197319881440948
7447,Sports Facility,137772.0,1967.0,4.0,12.346177178449812,44.83595819005508,94.03954913172088
7448,Theater,20910.0,1924.0,5.0,23.29266774863079,28.7012373973929,0.0197319881440948
7449,Retail,1886.0,1975.0,4.0,15.612277816717059,71.05345784047196,40.02414693395059
7450,Hospital (General Medical & Surgical),238057.0,1910.0,20.0,15.645039614874214,69.80618607343,63.74205012210735
7451,"Community Center, Community Centers",283.0,1914.0,1.0,22.23256626956543,70.8012657692852,8.43851395653968
7452,Campsites,87478.0,1901.0,2.0,15.227483206305347,63.10478414839255,0.0197319881440948
7453,Retail,6892.0,2011.0,9.0,21.754628432276675,71.15075879089213,52.83140880913177
7454,Education,283.0,1931.0,3.0,14.90268892200841,71.31402523712084,25.954731086680933
7455,Community Center,10419.0,1970.0,2.0,12.529364909737218,82.73685683461348,0.0197319881440948
7456,Dormitory,33452.0,1985.0,5.0,10.48930704383973,28.65998125106632,39.05725157906484
7457,College Classroom,13604.0,1971.0,4.0,24.395150568006333,28.77411520531089,4.697396481085441
7458,Residence Hall,112833.0,2003.0,8.0,22.203564926736775,71.1958494500003,208.49270548751915
7459,Primary/Secondary Classroom,15123.0,1973.0,2.0,12.94679856505924,83.65859306840454,0.0197319881440948
7460,Library,146393.0,1981.0,6.0,9.918813214062961,62.33528305179286,103.61734347421432
7461,Prison/Incarceration,30831.0,1998.0,6.0,15.634996184541977,61.01448556572582,127.48623154863255
7462,Athletic Field,26231.0,1908.0,13.0,25.075584311937067,62.55584784354831,37.27871406445941
7463,Library,17256.0,1916.0,5.0,15.737602766104395,62.00200622642883,0.0197319881440948
7464,Other - Recreation,283.0,1970.0,3.0,15.778715433800222,60.62459582693572,23.654652109068046
7465,College Laboratory,45503.0,1947.0,14.0,10.320300575347149,63.47789102368113,178.32917470333373
7466,Library,18976.0,1917.0,6.0,10.651682442649145,62.75655185785355,16.148111378423756
7467,Sports Arena,12450.0,1964.0,6.0,10.276390325782444,63.08104352024135,7.351079701492829
7468,"Park, Community Centers",283.0,1970.0,1.0,15.583162266734298,70.94942565700406,7.105920293481766
7469,Recreation Center,11905.0,1976.0,2.0,11.490501177716276,83.89267949679889,0.0197319881440948
7470,Greenhouse,14498.0,1922.0,5.0,9.507966605516803,63.14986409320735,81.44959425756608
7471,garage,456181.0,1919.0,16.0,22.189741482854277,63.31984417130401,66.2256295610467
7472,Bar/Tavern,23918.0,1909.0,12.0,22.228766264072263,62.50735545105131,6.305608655871978
7473,Stadium,20514.0,2008.0,7.0,22.504436424050816,70.86668957381694,13.734890818736632
7474,Athletic,74333.0,2004.0,7.0,12.50152044945955,62.76162534941887,112.08334109041284
7475,Residence Hall	,3661.0,1926.0,1.0,15.261418762667521,70.99445097619169,54.10466084776404
7476,Warehouse (Conditioned),93442.0,1975.0,1.0,10.5218762835605,71.35176541964167,9.395034818799772
7477,Classroom,194486.0,1999.0,9.0,23.373663957976127,70.60439640207447,92.19998512974345
7478,Park,283.0,1905.0,1.0,23.84106177782146,70.82133576595746,0.0197319881440948
7479,Library,161593.0,1922.0,6.0,10.127758874747167,63.09443448947967,42.83205491327219
7480,Other - Recreation,283.0,1922.0,7.0,15.636603147154482,60.81378070678997,106.75586997745889
7481,Other - Public Services,4023.0,1905.0,8.0,15.767343592364444,61.72587571205528,24.56042717448571
7482,Industrial,23487.0,1969.0,1.0,12.933924054111237,83.56615394772776,33.801736118282044
7483,Auditorium,104359.0,1902.0,7.0,9.560264390239162,63.36162447329957,96.21578905334616
7484,Athletic,124153.0,1908.0,20.0,12.316940053912804,62.60031773390296,224.77048497146978
7485,Social/Meeting Hall,10420.0,1963.0,7.0,15.591795901581627,61.74272714178037,41.65528861961727
7486,"Fire Station, Fire Stations",283.0,1905.0,1.0,23.042531325641477,70.95709983066907,13.999015725309677
7487,"Community Center, Community Centers",283.0,1968.0,1.0,22.880928633716074,71.26674091852752,7.556529018707963
7488,Warehouse (Unconditioned),40200.0,1942.0,9.0,10.49157930650979,63.57971449737719,4.941550836178958
7489,Warehouse,15846.0,1956.0,11.0,24.5186800555167,25.5083874959562,5.754493138812229
7490,"Recreation Center, Community Centers",22921.0,1988.0,1.0,9.619851753946012,70.5778296259907,0.0197319881440948
7491,Dormitory,15434.0,1924.0,10.0,9.198464589869102,63.71787181040925,128.24311443676567
7492,Classroom,143116.0,1994.0,7.0,22.59351541654002,70.96211062471671,114.59771229095378
7493,Public services,101733.0,2004.0,3.0,15.163244195427845,69.60614821790203,27.431680785552558
7494,Greenhouse,48669.0,1982.0,1.0,12.254540224518694,82.68070974450416,12.758510410841634
7495,Other,30273.0,1940.0,1.0,22.467662573703528,71.62725318714118,21.585611920994445
7496,College Laboratory,107160.0,1923.0,7.0,9.720785804723237,63.28736298556346,82.0577507208377
7497,Lodging/residential,44614.0,2012.0,6.0,15.03980897396167,70.56005691869542,67.04194351512825
7498,College Classroom,355550.0,2005.0,16.0,25.075584311937067,25.5083874959562,128.7542935787755
7499,Classroom,135889.0,2001.0,4.0,22.402419870503135,71.98790033213005,267.66567096910126
7500,Animal Shelter,16765.0,1978.0,2.0,9.425562246239808,63.48759285980946,0.0197319881440948
7501,Stadium,111889.0,2007.0,11.0,22.39454150067542,71.44246190423847,95.24555403593428
7502,Hospital (General Medical & Surgical),22552.0,1922.0,21.0,15.49624404304563,62.05124755066213,337.73796254017003
7503,Primary/Secondary Classroom,12147.0,1966.0,2.0,13.057829063858772,83.57737277287066,0.0197319881440948
7504,Other - Recreation,26790.0,1915.0,3.0,15.944709473218996,61.39208758288531,0.0197319881440948
7505,K-12 School,63011.0,1912.0,8.0,15.510317862604492,62.44667790397462,61.72896549701883
7506,Senior Care Community,219327.0,1988.0,5.0,15.609109437077027,61.17804702022536,38.3412223988292
7507,Retail,1665.0,1981.0,1.0,11.723301777790264,62.55200592120698,64.28790338828198
7508,K-12 School,105861.0,1971.0,10.0,15.623437989964556,62.14170322103938,84.34320579075833
7509,Conference Center,283.0,1903.0,18.0,21.44886511360457,64.06717190963386,67.63603179476851
7510,Prison/Incarceration,7776.0,1970.0,13.0,15.539823804467346,62.10159574996933,29.738817644834416
7511,Classroom,159798.0,2009.0,7.0,22.357806318483313,71.14644764737913,95.90177527696959
7512,Classroom,206036.0,2009.0,7.0,24.714949315286265,71.18916319221998,18.34624311336119
7513,Park,283.0,1921.0,2.0,23.696040020958357,25.5083874959562,18.090971672936437
7514,Fitness Center,16909.0,2009.0,19.0,25.075584311937067,25.5083874959562,308.1002276145465
7515,Residence Hall,119287.0,1994.0,6.0,22.860909780645372,70.84420125334351,94.01920612493191
7516,Library,101448.0,1913.0,10.0,15.695628946093727,62.36468611020435,99.61102845932925
7517,Museum,198078.0,1968.0,15.0,24.112801415495415,63.20979289303284,77.10182684571417
7518,Education,60132.0,1992.0,9.0,15.20483884871233,63.91088060863662,122.86261509256374
7519,Campsites,40075.0,1956.0,2.0,11.754183229309298,84.17497873648375,24.04540880799516
7520,Science Facility,72749.0,1908.0,6.0,11.160123697454063,72.38390816641993,41.1055184772667
7521,Classroom,109679.0,1960.0,11.0,23.09043762587937,71.39328113723415,535.9599429064393
7522,Residence Hall/Dormitory,66556.0,1932.0,8.0,11.763228264534817,62.16802343997211,17.590214557322163
7523,Urgent Care Center/Clinic/Other Outpatient Office,15700.0,1998.0,10.0,15.649230948137811,61.89164046106479,0.0197319881440948
7524,Hospital,145119.0,1970.0,4.0,10.958854973686856,62.79721118388952,419.3064746903473
7525,College Classroom,16285.0,1962.0,2.0,10.99835688590455,63.12111364974773,51.24109707683042
7526,Other - Public Services,4805.0,1981.0,7.0,15.972432577392127,61.55721147953549,22.499154020358116
7527,Museum,65126.0,1948.0,3.0,9.807229353999737,49.29710838382745,10.218530177067276
7528,College Laboratory,38226.0,2010.0,21.0,10.422546405638965,71.40425522579939,474.7614976126686
7529,Stadium,53572.0,2003.0,12.0,23.790740016468142,70.72765642842475,18.430935322533212
7530,Other,283.0,1928.0,2.0,22.40508856607845,71.35260438422114,12.622979774950085
7531,Sports Facility,124272.0,1920.0,1.0,10.068106634482636,44.22696365479992,62.45888792280678
7532,Office,134956.0,1956.0,7.0,9.415926110725998,63.55845612299825,59.36759344907041
7533,Hotel,58847.0,1985.0,3.0,9.940223914358631,74.03344360154769,0.3387054894579826
7534,Hospital,24418.0,1985.0,3.0,9.298982679904423,62.47592053147049,54.29117119777649
7535,Theater,28197.0,1923.0,4.0,9.347416792237668,63.58411432935225,12.003038811116753
7536,Library,20768.0,1900.0,22.0,15.34022907139359,61.95469595892465,541.8228263467076
7537,Ice arena,76551.0,1968.0,6.0,12.073853099045706,71.65370624064899,42.13796378318961
7538,Sports Arena,162128.0,1900.0,24.0,9.534552317045222,63.90366664529679,79.41104295206486
7539,College Laboratory,2004.0,2009.0,8.0,23.39654326007139,25.97006715467676,18.95961490830748
7540,Sports Stadium,12455.0,1968.0,4.0,21.451451756276832,74.59075888767907,113.93243782200074
7541,Education,67869.0,1921.0,6.0,15.031610940657878,71.36832775935926,108.14974010551089
7542,Residence Hall/Dormitory,111705.0,1903.0,7.0,12.200256698798803,42.70246792463305,362.124216596636
7543,Maintenance Repair Shop,16761.0,1944.0,6.0,9.125026480965424,64.49345651454401,45.988665028393925
7544,Dormitory,31134.0,1913.0,11.0,22.217325270546873,71.43683551479678,36.90845448671074
7545,Gynasium,75714.0,1979.0,8.0,15.747076548765023,61.75084448645381,94.8112771900112
7546,Parking: Enclosed Garage,56609.0,1978.0,1.0,10.389683940198625,63.12166374432565,62.911749054186345
7547,"Fire Station, Fire Stations",283.0,1956.0,1.0,22.830281597878148,71.05818642829146,19.4097376079437
7548,Chapel,58329.0,1938.0,5.0,13.234953165695382,45.99403649678656,129.26394747272585
7549,Entertainment/public assembly,283.0,1916.0,1.0,14.973822719639958,71.00208824835873,0.0197319881440948
7550,Residence Hall,61634.0,2000.0,20.0,24.809788220231034,70.95102216017632,68.78245393694007
7551,Parking,15387.0,2010.0,10.0,23.664015129933027,25.68561834334004,34.11821265624712
7552,Entertainment/public assembly,29251.0,1973.0,1.0,15.098145590911408,71.21334310332966,14.88385231328506
7553,Hospital (General Medical & Surgical),12202.0,1906.0,6.0,15.712590360577314,70.73899197120745,29.651412847528054
7554,Health Services,35634.0,1920.0,9.0,11.554076313458902,63.20092935722715,16.877709292849808
7555,Religious building,283.0,1986.0,1.0,15.054523218515218,70.92003865437943,0.0197319881440948
7556,garage,39708.0,1908.0,20.0,21.753830827467585,63.35931377733983,0.0197319881440948
7557,Research,8887.0,1986.0,8.0,13.403713698666582,63.9017371177936,142.70589337055935
7558,Other,9385.0,1918.0,2.0,24.978136990308947,71.5459281973233,0.0197319881440948
7559,Research,34679.0,1984.0,11.0,12.21195026615446,63.20003678716531,169.29652912189164
7560,Campsites,37306.0,1981.0,1.0,10.620215924876343,84.17497873648375,203.65494810961516
7561,Fire Station,11760.0,1985.0,12.0,15.651226225291655,60.84092340033503,3.8005997633912685
7562,"Fire Station, Fire Stations",283.0,1983.0,1.0,24.836203711643662,70.86170317333962,0.0197319881440948
7563,Warehouse,283.0,1984.0,1.0,22.10054683173908,62.61015307501226,3.2314607973698593
7564,garage,401853.0,1918.0,10.0,10.593430017881623,63.79163014724748,206.75718875461976
7565,"Community Center, Community Centers",283.0,1919.0,1.0,24.38731519947303,70.77334679910342,28.546178186513092
7566,Library,91238.0,1970.0,8.0,11.076820795773653,62.35655371332442,130.70330953041147
7567,Museum,25098.0,1956.0,2.0,9.751691103549518,62.84709314710178,54.908931178254704
7568,Fire Station,283.0,1919.0,8.0,15.834700277542273,61.63081468884923,0.0197319881440948
7569,Community Center,13368.0,1978.0,3.0,12.949929917883152,81.71281152673481,4.245972228357687
7570,Patient Care,47291.0,1934.0,3.0,12.423547391733509,63.44090957494096,15.969819491088092
7571,Parking: Open Air Ramp,139244.0,1966.0,4.0,10.832173432827599,62.63561490919561,8.844978357500903
7572,K-12 School,77161.0,1931.0,13.0,16.070575154152483,60.28545434007158,347.94781994806203
7573,"Performing Arts, Community Centers",283.0,1958.0,4.0,22.03590758890664,73.00612210651876,43.88676336011403
7574,Primary/Secondary Classroom,84749.0,1970.0,1.0,10.624499605651714,84.1122863124925,0.3647438604173239
7575,Other - Lodging/Residential,8674.0,1900.0,6.0,15.513323097249675,62.27182482516886,6.826205066054911
7576,Ice Arena,72859.0,1915.0,14.0,15.235217291663057,62.47751487065145,95.32314061211682
7577,Greenhouse,44832.0,1966.0,5.0,10.296608701035385,63.00228753077543,104.74251568533754
7578,Classroom,127003.0,2017.0,4.0,22.839354056147677,70.68779154725988,110.58607906332541
7579,Research,63105.0,1965.0,19.0,22.61898965462773,62.47989971378706,178.85032268977383
7580,Other - Entertainment/Public Assembly,47912.0,1937.0,1.0,15.649897534701399,62.52055546931385,20.043721988173566
7581,Greenhouse,102744.0,1973.0,4.0,9.24117951130011,62.38014946509943,227.47509043314054
7582,Classroom,87293.0,1985.0,1.0,22.17411712069671,70.77411858802174,97.12152308734349
7583,"Fire Station, Fire Stations",283.0,1904.0,1.0,22.77798285870844,71.34461035608805,0.0197319881440948
7584,Hotel,63162.0,1968.0,6.0,15.369227204707792,62.3142149860259,0.0197319881440948
7585,Patient Care,107949.0,1981.0,14.0,13.321529497448651,62.94405240202433,71.03533677328139
7586,Gymnasium,77943.0,1926.0,6.0,10.210968592841896,71.65937167847174,27.661493200269767
7587,Fitness Center,69250.0,2002.0,25.0,25.075584311937067,25.5083874959562,82.67276346841898
7588,Manufacturing Facility,94623.0,1998.0,8.0,10.167252185454911,71.88360101728709,21.03737355542104
7589,Bar/Tavern,4298.0,1945.0,11.0,11.240712576709976,62.10141931997185,31.0300266836172
7590,Industrial,283.0,1992.0,1.0,12.511136200345666,82.32115602706692,34.43967395666742
7591,Museum,168867.0,1977.0,6.0,9.27883487728932,63.32951300460273,106.23871602525298
7592,Patient Care,175072.0,1984.0,26.0,22.53749396825127,63.1914876317623,448.2548810527578
7593,Housing,68301.0,1910.0,14.0,12.66807328432831,63.10254834894049,335.3865613356853
7594,Classroom,31033.0,2008.0,4.0,22.77951361700971,71.82742598516214,216.28232064987793
7595,Classroom,102549.0,2000.0,9.0,22.817922649439517,69.68744350184588,99.73309324173884
7596,Parking Garage,35385.0,2009.0,6.0,25.075584311937067,70.56617522439588,10.89871860330696
7597,Other - Public Services,3596.0,1929.0,4.0,15.72669025033442,61.75483910911799,24.24953918076589
7598,Gymnasium,139200.0,1919.0,5.0,10.69450247226417,62.9374864748494,45.826275845574656
7599,Ice Arena,3850.0,1912.0,8.0,9.756268173255927,63.52102870929771,7.070288917436301
7600,Warehouse,2240.0,1994.0,10.0,24.331549568598696,26.71897321712116,78.9254939761064
7601,Patient Care,80351.0,1933.0,7.0,13.08957344631974,63.201080003764,49.47090937378904
7602,College Laboratory,143950.0,1915.0,12.0,9.871214385369719,62.41439056762647,171.23144064500124
7603,garage,111685.0,2010.0,14.0,22.05979989761481,64.37940172276016,405.8946669873267
7604,Lab Building,376101.0,1921.0,11.0,21.909122876467375,64.28352978304483,160.8283303485377
7605,Library,187732.0,1953.0,12.0,9.218156836640684,62.4801599308629,459.0151845506779
7606,Police Station,165311.0,1966.0,22.0,15.481624646608445,62.25645068104755,981.886076724202
7607,Retail,283.0,1924.0,1.0,21.68581208009616,70.84158936780638,26.388399232460177
7608,Classroom,258911.0,2017.0,7.0,22.904225861254485,71.24944410948727,175.82177672123524
7609,K-12 School,74786.0,1975.0,17.0,15.36765081364206,61.83192127188335,405.7407899603524
7610,Public Service,29352.0,1979.0,3.0,13.674542443061107,84.1619852162986,60.52896742596167
7611,Sports Facility,75874.0,1973.0,2.0,13.473463641113545,42.73390323940976,152.9981098414482
7612,Sports Facility,126679.0,1927.0,4.0,13.354986829155873,41.94018502821529,34.648698712134745
7613,Parking,6056.0,1978.0,1.0,15.29381172435744,70.41934733762818,0.0197319881440948
7614,Residence Hall,53644.0,2014.0,27.0,25.075584311937067,25.5083874959562,73.92093902245024
7615,Residence Hall,83565.0,1998.0,7.0,22.471385967914244,70.9080910943412,89.8437188678401
7616,Parking Garage,197241.0,2014.0,6.0,24.458217270019407,71.37558676005787,76.61217556001881
7617,Theater,68246.0,1924.0,11.0,9.292026346090935,63.39066063306633,20.479560935748783
7618,School,46074.0,1966.0,1.0,11.522537387107628,81.24229326598761,17.671732599369516
7619,Greenhouse,51123.0,1976.0,6.0,11.481736852568527,63.3139662535488,0.0197319881440948
7620,School,12002.0,1914.0,1.0,12.081599229896083,43.59058310854908,0.0197319881440948
7621,Other,283.0,1976.0,4.0,22.17508891665188,71.82345300685208,39.64723639265143
7622,College Classroom,117212.0,1970.0,7.0,9.87863185685886,71.48626962956435,144.33425583784484
7623,"Office, Fire Stations",11380.0,1928.0,1.0,22.203092019151356,70.31354240433096,0.0197319881440948
7624,office,30873.0,1948.0,17.0,12.371618379110442,64.00828717992852,104.28055414765674
7625,Community Center,283.0,1983.0,1.0,12.879164079402546,83.63239664812016,0.0197319881440948
7626,Warehouse,49275.0,1968.0,9.0,10.413354466450652,28.06000581391448,19.213883545933164
7627,Primary/Secondary Classroom,19000.0,1980.0,2.0,12.572085549909591,83.66924050399277,14.778899287350605
7628,Education,647.0,1968.0,1.0,15.00381173010249,71.20896638653929,0.0197319881440948
7629,Theater,16410.0,1977.0,5.0,23.293436526904404,62.66931657727208,17.980208841106975
7630,Entertainment/public assembly,34671.0,2015.0,4.0,15.196373024138083,71.31240055221856,6.137611810585742
7631,garage,34066.0,2006.0,18.0,10.134906214939157,63.84593360054173,13.688484732995065
7632,Fire Station,12094.0,1913.0,3.0,15.90921057567076,61.77369866144692,0.0197319881440948
7633,Other - Recreation,6007.0,1921.0,6.0,15.980253432625203,60.71160423084537,15.606837879561047
7634,Sports Stadium,255066.0,2001.0,19.0,24.94678920609414,27.70888725780884,29.098247613172614
7635,Fire Station,5822.0,1979.0,7.0,15.661619454746077,61.71344367417195,44.421424510826675
7636,Park,283.0,1926.0,1.0,22.83759737222328,25.5083874959562,0.0197319881440948
7637,Planetarium,94361.0,1917.0,9.0,22.0316638016937,71.6749019819233,76.66556963251875
7638,"Community Center, Community Centers",9217.0,1920.0,1.0,22.661174490781477,71.05887137734399,80.8346522975809
7639,Other - Public Services,177022.0,1907.0,14.0,15.567380256624835,62.0725205060326,20.625723381421082
7640,Industrial,5511.0,1989.0,1.0,10.322177441920005,84.17497873648375,25.87094942545063
7641,Fire Station,283.0,1901.0,6.0,15.667548120425005,62.18459978684484,26.803316953501398
7642,Other - Recreation,21292.0,1913.0,10.0,15.722395786473172,61.52833108743432,38.285385189140065
7643,College Classroom,57582.0,1919.0,5.0,23.781118149904916,71.41435799096737,0.0197319881440948
7644,"Fire Station, Fire Stations",13375.0,1900.0,1.0,22.29810017707613,70.36372433448888,26.537958044456268
7645,Residence Hall	,8342.0,1981.0,6.0,22.556808362631152,83.18103899841375,29.227033847086265
7646,Parking Garage,32885.0,2001.0,28.0,25.075584311937067,25.5083874959562,17.56072300454761
7647,Primary/Secondary Classroom,50993.0,1976.0,1.0,13.09513145814098,84.17497873648375,38.48194428827186
7648,Park,283.0,1910.0,1.0,23.478211271939127,70.78811449233976,7.064531614305643
7649,Other - Entertainment/Public Assembly,19376.0,1959.0,7.0,15.281507407747174,70.86012720557095,8.046151798082711
7650,Swimming Pool,2731.0,1916.0,6.0,22.652387504943455,62.07704441868922,56.13165907226511
7651,Technology/science,12452.0,1992.0,6.0,15.122220490503143,71.15630453998192,351.26711140010366
7652,Other,8674.0,1905.0,2.0,22.14517376280885,71.44185996799925,4.4380643268580044
7653,College Classroom,21911.0,1919.0,8.0,9.75893893304104,62.90739340657728,115.39899459197783
7654,Warehouse,17397.0,1916.0,3.0,12.108708395688211,84.17497873648375,38.80147236190487
7655,Parking: Enclosed Garage,101955.0,1923.0,6.0,11.36124303289089,49.15265853447003,136.39049876825894
7656,Academic,89004.0,1939.0,3.0,11.779022101269025,44.14381744625721,20.12762290568289
7657,Primary/Secondary Classroom,22643.0,1975.0,1.0,11.18273436108906,84.17497873648375,0.0197319881440948
7658,Social/Meeting Hall,13070.0,1918.0,9.0,15.672466946856973,62.44107165276323,0.46705824742347346
7659,Urgent Care Center/Clinic/Other Outpatient Office,23163.0,1953.0,1.0,22.64717956976993,70.70612281753286,56.134542224067374
7660,Retail,68079.0,2001.0,6.0,15.513078551749226,71.3130991604259,41.556899189265984
7661,Greenhouse,72784.0,1967.0,7.0,11.432704549273595,63.25990861443366,280.94844338843245
7662,Office,5730.0,1915.0,7.0,25.075584311937067,72.0871279221118,32.81723053258423
7663,Parking,283.0,1967.0,9.0,15.0046027205025,70.53173996616917,0.0197319881440948
7664,Residence Hall,376569.0,2011.0,11.0,22.757319966762818,71.94605197989219,374.63032935870007
7665,Support,162976.0,1976.0,13.0,13.306242462639169,62.10110017407437,95.00029355499618
7666,Library,96313.0,1952.0,6.0,15.543106960432699,62.79426304965627,34.466246730763885
7667,Library,41000.0,1962.0,13.0,10.003521286859485,62.83177218803615,316.59327507087477
7668,Research,75914.0,1964.0,18.0,12.574299914447721,61.60934058692247,183.07656089112987
7669,"Community Center, Community Centers",20784.0,1974.0,4.0,22.663249923314947,71.13593174722799,0.0197319881440948
7670,College Laboratory,262598.0,2009.0,6.0,11.421279615608253,61.76005512098464,84.15658946236553
7671,Hospital (General Medical & Surgical),28213.0,1904.0,7.0,22.877692207938683,61.55263731580319,0.0197319881440948
7672,College Laboratory,68543.0,1977.0,9.0,9.363428163461903,63.31725344918014,395.84218866587105
7673,Athletic,99178.0,1967.0,17.0,12.055556426392878,62.1353899362152,57.62453754421915
