Building Area(m2),Building_height(m),Building Type,Temperature(degree C),Relative Humidity(%),Solar Radiation(W/m2),Energy Consumption(KW/m2/yr)
640.0,6.0,Single house,28.324500255958537,88,22.5,200.0
540.0,9.0,Single house,18.712869265207225,93,13.3,180.0
740.0,9.0,Single house,37.652046309401,81,12.4,230.0
700.0,6.0,Single house,19.50338213351653,81,9.0,220.0
350.0,6.0,Apartment,36.061724470666704,78,17.8,130.0
490.0,12.0,Single house,16.07668965603728,69,9.8,160.0
380.0,9.0,Single house,33.50277585290281,76,11.4,140.0
420.0,12.0,Single house,34.555585562768044,84,11.2,150.0
560.0,9.0,Single house,22.465391780644147,66,10.9,180.0
370.0,9.0,Apartment,28.6379897739677,97,10.3,140.0
550.0,12.0,Duplex,29.25624576313502,77,8.7,180.0
750.0,9.0,Apartment,22.517934239221965,48,6.9,230.0
580.0,6.0,Single house,19.373084758069123,89,21.3,190.0
440.0,12.0,Single house,20.02351608267014,64,10.7,150.0
340.0,9.0,Apartment,29.224207620017975,67,11.5,130.0
420.0,9.0,Single house,26.12489469874587,71,29.7,150.0
480.0,12.0,Single house,23.75292681637124,76,27.2,160.0
340.0,12.0,Single house,31.331718586490908,80,27.8,130.0
890.0,9.0,Single house,29.06115308270474,60,6.2,270.0
480.0,9.0,Single house,22.806676435707043,79,11.6,160.0
520.0,12.0,Single house,20.60026941208085,80,16.3,170.0
410.0,6.0,Single house,29.13636253772291,59,27.0,140.0
470.0,6.0,Single house,23.88517925685452,71,13.8,160.0
520.0,12.0,Single house,27.037281000747864,92,31.5,180.0
530.0,12.0,Single house,34.348896845724134,81,6.8,180.0
460.0,9.0,Single house,29.032741719587086,96,29.6,160.0
500.0,6.0,Single house,22.277995282438408,87,14.6,170.0
750.0,12.0,Single house,27.341489820824805,88,10.5,230.0
350.0,9.0,Single house,21.83062441478076,53,7.5,130.0
600.0,9.0,Single house,34.50840160316311,89,25.3,200.0
530.0,6.0,Townhouse,23.766402120680983,74,13.7,170.0
620.0,9.0,Single house,27.57220712873634,77,2.2,200.0
470.0,12.0,Single house,28.06949317588012,79,16.3,160.0
380.0,6.0,Single house,27.334506749666755,79,19.1,140.0
580.0,9.0,Apartment,16.851399603291064,90,16.0,190.0
430.0,9.0,Single house,19.38643266449945,80,21.9,150.0
510.0,9.0,Single house,24.307083067149925,100,5.2,170.0
840.0,12.0,Single house,28.12740450620801,81,22.5,260.0
430.0,9.0,Single house,25.864209820502364,79,11.7,150.0
470.0,12.0,Single house,21.8083369391194,100,5.6,160.0
560.0,9.0,Duplex,19.87151655156451,72,22.0,180.0
590.0,9.0,Townhouse,24.558507085945177,64,4.8,190.0
570.0,9.0,Single house,24.2272605100523,100,2.5,190.0
680.0,12.0,Duplex,29.084757396301075,74,30.8,220.0
130.0,3.0,Apartment,24.930940543533254,78,6.7,70.0
640.0,9.0,Single house,29.52961983054211,100,4.4,210.0
470.0,9.0,Single house,23.60270057110092,79,8.1,160.0
600.0,9.0,Single house,25.2792264686063,65,3.5,190.0
620.0,12.0,Single house,24.823387351985964,59,20.0,200.0
630.0,9.0,Single house,22.673500445051584,77,19.2,200.0
350.0,6.0,Single house,29.640554280563894,95,17.8,130.0
670.0,12.0,Single house,22.51891674559912,77,28.1,210.0
320.0,9.0,Single house,23.964091456862363,64,8.8,120.0
570.0,6.0,Apartment,26.184274683773356,70,27.5,180.0
470.0,9.0,Single house,20.124187634231067,76,24.5,160.0
460.0,12.0,Single house,24.93778888753046,83,8.0,160.0
460.0,9.0,Duplex,23.025250450490127,77,14.8,160.0
550.0,6.0,Apartment,24.624853678429798,67,3.2,180.0
770.0,9.0,Townhouse,26.24957331799503,81,13.1,240.0
690.0,9.0,Single house,22.58664449667064,71,18.4,220.0
580.0,6.0,Single house,25.456841821106167,72,9.4,190.0
720.0,9.0,Townhouse,33.02412725536021,80,34.9,230.0
350.0,9.0,Single house,26.418514067857217,78,24.5,130.0
480.0,12.0,Single house,32.21526468766209,73,6.6,160.0
690.0,12.0,Single house,28.261364419150397,64,11.8,220.0
510.0,6.0,Single house,30.37831194982007,64,12.1,170.0
760.0,9.0,Single house,22.71264503580134,76,14.7,230.0
710.0,9.0,Single house,27.065507398390217,78,33.5,220.0
470.0,9.0,Single house,27.209085898163533,83,34.5,160.0
820.0,9.0,Single house,23.513719523786,69,12.5,250.0
780.0,15.0,Duplex,22.473216725960235,80,26.9,240.0
510.0,9.0,Apartment,19.1694032610758,67,21.5,170.0
550.0,9.0,Single house,33.952108134127506,68,9.9,180.0
550.0,9.0,Apartment,21.732822628922065,88,18.6,180.0
410.0,6.0,Apartment,33.21001124366732,85,30.9,150.0
530.0,9.0,Single house,24.232125721610554,74,8.3,170.0
320.0,9.0,Single house,22.27687509757949,90,2.9,120.0
430.0,9.0,Single house,29.627686675726668,93,12.4,150.0
660.0,6.0,Single house,23.421816819569987,65,17.4,210.0
430.0,9.0,Single house,29.3600885798921,86,12.3,150.0
520.0,12.0,Single house,24.89879869519849,96,14.4,170.0
240.0,9.0,Apartment,28.92431818699997,76,8.5,100.0
600.0,9.0,Apartment,21.75369591487676,69,28.1,190.0
640.0,12.0,Townhouse,30.66140466824153,67,17.8,200.0
570.0,12.0,Single house,28.9616817103988,90,6.5,190.0
700.0,9.0,Single house,21.993946015406756,86,21.9,220.0
730.0,9.0,Single house,39.6287487502399,91,28.8,230.0
280.0,9.0,Single house,29.21982591189937,67,5.8,110.0
870.0,9.0,Single house,37.88402893034309,73,19.6,270.0
670.0,9.0,Single house,34.46754263402329,74,16.3,210.0
490.0,6.0,Single house,25.611484769138897,86,4.5,160.0
490.0,9.0,Townhouse,24.50547174592444,79,6.7,160.0
210.0,12.0,Single house,24.549093973283963,68,12.4,90.0
530.0,6.0,Duplex,17.48757560659927,79,13.9,170.0
710.0,6.0,Single house,23.10183309043667,77,22.7,220.0
620.0,6.0,Single house,27.767708749917784,82,26.7,200.0
740.0,12.0,Single house,34.09970685759673,67,13.7,230.0
460.0,9.0,Single house,22.72099611047483,96,13.5,160.0
450.0,9.0,Single house,30.91239709806383,71,24.1,160.0
590.0,9.0,Apartment,20.3458798907755,76,20.9,190.0
360.0,9.0,Apartment,23.643932806421823,100,21.3,130.0
390.0,6.0,Apartment,24.28089598948377,68,26.1,140.0
410.0,12.0,Townhouse,28.38668178462952,79,9.1,150.0
700.0,3.0,Duplex,28.809899682484943,95,18.6,220.0
600.0,9.0,Single house,31.309808568047934,96,12.0,200.0
560.0,6.0,Single house,30.361859885221364,86,23.0,180.0
430.0,9.0,Single house,27.74989959745926,66,5.8,150.0
500.0,9.0,Single house,28.47852340158461,52,13.9,170.0
450.0,12.0,Apartment,34.409443852149714,95,7.6,160.0
590.0,9.0,Single house,24.01713233411723,68,18.1,190.0
430.0,12.0,Single house,30.38112211059938,62,16.1,150.0
120.0,12.0,Apartment,17.595904495050583,100,21.8,70.0
490.0,9.0,Apartment,28.58232143356009,54,14.5,160.0
500.0,9.0,Apartment,24.154131695945345,79,11.3,170.0
690.0,9.0,Single house,26.558944284252902,59,8.3,210.0
390.0,12.0,Single house,31.69464384423276,84,13.0,140.0
460.0,9.0,Duplex,27.361203788372595,79,20.0,160.0
670.0,9.0,Duplex,30.92789526020112,90,12.9,210.0
560.0,9.0,Single house,33.841352766152035,78,23.4,190.0
550.0,9.0,Townhouse,28.472232077102245,79,11.3,180.0
460.0,9.0,Single house,32.342870201088346,72,5.9,160.0
480.0,9.0,Single house,24.92974009170485,77,14.1,160.0
420.0,12.0,Single house,26.50557801398234,89,11.9,150.0
530.0,3.0,Single house,23.959250820044463,50,15.9,170.0
570.0,9.0,Single house,31.70895602471649,68,11.7,190.0
460.0,9.0,Single house,28.595969132495224,71,17.3,160.0
560.0,9.0,Single house,24.03540634483706,97,12.2,180.0
600.0,12.0,Apartment,27.311827657766276,70,12.9,190.0
440.0,6.0,Apartment,31.70198045586891,79,14.6,150.0
660.0,9.0,Single house,26.35184037557906,82,12.9,210.0
670.0,6.0,Single house,21.8489995175106,100,4.2,210.0
700.0,9.0,Duplex,27.19918012236462,64,18.6,220.0
460.0,9.0,Single house,16.74241725542568,61,17.4,150.0
450.0,12.0,Single house,30.35163162099433,72,3.9,160.0
560.0,9.0,Apartment,24.46064537395976,100,28.4,190.0
640.0,9.0,Single house,24.22312878663535,84,17.2,200.0
400.0,9.0,Single house,30.88091054117549,79,27.0,140.0
480.0,9.0,Single house,19.788660688952344,81,31.6,160.0
480.0,12.0,Single house,36.184355213177696,69,13.5,160.0
530.0,9.0,Apartment,24.169018824612724,65,14.2,170.0
520.0,6.0,Apartment,23.956124761461695,87,13.1,170.0
360.0,12.0,Single house,31.601279409894385,96,27.4,140.0
640.0,9.0,Single house,30.05425853311354,84,3.6,200.0
780.0,12.0,Single house,38.67980404063856,78,15.4,240.0
600.0,9.0,Single house,25.500747312240904,65,4.2,190.0
160.0,9.0,Single house,25.9502040698281,73,15.9,80.0
230.0,9.0,Single house,19.223602830398825,99,16.7,100.0
700.0,12.0,Apartment,24.902310658340244,43,21.1,220.0
520.0,9.0,Single house,22.975132018136737,100,5.5,170.0
570.0,9.0,Single house,24.32482021634471,77,24.1,190.0
340.0,9.0,Apartment,17.912487536274853,74,11.3,120.0
280.0,12.0,Single house,34.76622435269478,80,8.7,110.0
350.0,6.0,Single house,19.53402969321001,76,2.5,130.0
640.0,6.0,Townhouse,12.675313079177949,48,19.5,200.0
610.0,6.0,Single house,20.663516044380984,71,19.4,190.0
560.0,6.0,Single house,23.557211144875986,88,6.0,180.0
440.0,9.0,Duplex,20.855924318094196,94,26.0,150.0
400.0,9.0,Duplex,31.982819457842865,66,15.2,140.0
360.0,9.0,Single house,25.863912997166263,76,24.9,130.0
430.0,9.0,Single house,26.6718756730289,62,16.3,150.0
390.0,6.0,Duplex,29.56765616452872,78,6.3,140.0
480.0,12.0,Single house,27.96197893975861,91,16.3,160.0
730.0,12.0,Single house,31.39012505357484,76,8.5,230.0
440.0,9.0,Apartment,21.05430304071801,73,3.3,150.0
530.0,9.0,Single house,23.83600233285374,58,23.0,170.0
580.0,6.0,Single house,29.842754304261145,81,14.5,190.0
600.0,3.0,Townhouse,14.00017234389999,70,20.6,190.0
380.0,6.0,Single house,19.739053758596587,76,8.3,130.0
720.0,9.0,Single house,29.026128480507666,68,9.4,220.0
500.0,6.0,Single house,24.168984207992047,63,26.6,170.0
450.0,3.0,Apartment,31.17994930425993,77,12.8,150.0
530.0,9.0,Apartment,30.551659400640084,71,4.0,180.0
720.0,9.0,Single house,20.61565717427129,94,32.7,230.0
400.0,12.0,Duplex,28.55916951417799,59,10.6,140.0
520.0,6.0,Apartment,32.49462131677109,69,30.9,170.0
440.0,9.0,Single house,27.27601721938924,71,21.1,150.0
610.0,9.0,Single house,21.70776578884988,58,16.3,190.0
500.0,12.0,Duplex,30.89919714368811,84,15.1,170.0
590.0,9.0,Single house,29.69156833765921,47,8.6,190.0
390.0,6.0,Apartment,29.23214030953597,71,14.4,140.0
460.0,9.0,Single house,30.09011445373004,83,10.8,160.0
530.0,6.0,Apartment,12.0,92,25.6,170.0
770.0,9.0,Single house,30.90685785856774,60,17.1,240.0
320.0,12.0,Single house,35.496469393582856,75,10.6,120.0
690.0,12.0,Single house,28.70757738063193,75,18.7,220.0
540.0,9.0,Single house,27.500225463890576,95,3.6,180.0
560.0,9.0,Single house,29.993588364504557,97,23.9,190.0
510.0,6.0,Single house,28.22043302595825,68,9.3,170.0
480.0,6.0,Apartment,29.772534176634977,68,16.3,160.0
770.0,12.0,Single house,26.553498382431712,71,12.9,240.0
860.0,9.0,Single house,22.75102790125927,47,12.3,260.0
350.0,6.0,Single house,21.57481950575459,82,25.0,130.0
550.0,6.0,Single house,21.605167876469203,86,23.2,180.0
680.0,9.0,Single house,19.74965630401,92,16.6,210.0
710.0,3.0,Single house,21.26089397667235,70,25.7,220.0
630.0,12.0,Single house,35.26448426194525,100,29.3,210.0
460.0,12.0,Single house,30.27899046631533,62,18.5,160.0
770.0,9.0,Duplex,23.452331347327807,63,9.3,240.0
710.0,9.0,Single house,24.613773095988662,93,1.4,220.0
290.0,9.0,Single house,27.10337670920388,67,10.1,110.0
300.0,12.0,Single house,23.30126903526936,79,11.0,120.0
420.0,9.0,Single house,26.88042537422984,81,12.5,150.0
560.0,9.0,Single house,30.395357413836344,81,13.7,180.0
630.0,6.0,Single house,26.36929040015347,84,12.7,200.0
240.0,6.0,Single house,28.20949485739379,71,20.7,100.0
550.0,12.0,Apartment,30.934350051047023,77,11.4,180.0
560.0,9.0,Single house,25.1991647389268,44,25.9,180.0
730.0,9.0,Townhouse,27.955930396932025,84,16.8,230.0
400.0,6.0,Single house,25.01479784644429,45,2.6,140.0
400.0,9.0,Single house,26.40499902553657,82,12.6,140.0
560.0,9.0,Single house,24.93880211905628,82,12.1,180.0
630.0,9.0,Single house,23.92831115611416,96,10.6,200.0
440.0,9.0,Single house,27.40609060350269,98,23.6,150.0
540.0,6.0,Apartment,29.35061624451708,89,1.4,180.0
950.0,9.0,Single house,27.270423938922097,90,32.5,290.0
330.0,12.0,Apartment,29.01491537486099,83,10.5,120.0
770.0,6.0,Apartment,22.89345461902284,71,30.9,240.0
570.0,9.0,Single house,20.58772772982802,66,30.6,180.0
470.0,9.0,Single house,28.61058227090657,71,10.4,160.0
320.0,9.0,Single house,29.951229817531964,100,8.8,120.0
390.0,9.0,Single house,26.79301040088605,82,15.4,140.0
640.0,6.0,Apartment,33.21899404431929,74,18.4,200.0
690.0,6.0,Single house,31.03932598125703,75,4.5,220.0
460.0,6.0,Single house,39.81504259302348,82,10.4,160.0
790.0,12.0,Duplex,25.552214786938386,76,16.5,240.0
530.0,12.0,Single house,21.601915390544857,87,14.5,180.0
700.0,15.0,Single house,22.882539817056337,61,26.5,220.0
610.0,9.0,Single house,23.747002789662385,69,13.3,190.0
630.0,9.0,Single house,28.9025722792356,54,4.1,200.0
660.0,12.0,Apartment,15.863777539608709,84,14.0,210.0
640.0,9.0,Single house,33.07304447076657,87,3.6,210.0
400.0,9.0,Single house,25.361698805062325,88,14.3,140.0
680.0,6.0,Single house,25.324588820162607,75,16.6,210.0
260.0,9.0,Townhouse,21.2034682593932,92,9.6,110.0
700.0,12.0,Single house,25.98080045153853,69,14.7,220.0
620.0,9.0,Single house,26.61175378117122,72,10.6,200.0
550.0,9.0,Single house,25.94258953959556,94,9.1,180.0
370.0,12.0,Single house,28.22456024813196,46,33.2,130.0
600.0,9.0,Apartment,23.62753832355933,98,20.9,190.0
200.0,12.0,Duplex,22.11192891718333,96,14.6,90.0
650.0,9.0,Single house,29.260441177181928,88,6.9,210.0
510.0,12.0,Single house,27.03462082760512,81,24.8,170.0
710.0,9.0,Single house,27.5222631544439,89,14.2,220.0
690.0,9.0,Apartment,31.788401840704665,59,31.1,220.0
620.0,9.0,Single house,21.48452319447653,82,17.5,200.0
500.0,6.0,Apartment,22.31277666782515,95,13.2,170.0
680.0,6.0,Apartment,32.76945420282045,89,9.0,220.0
550.0,9.0,Single house,19.205944311225416,73,21.9,180.0
450.0,6.0,Single house,20.064626806878408,81,1.9,150.0
500.0,12.0,Duplex,30.594632995582657,72,25.8,170.0
400.0,6.0,Single house,27.72530788172602,70,25.3,140.0
560.0,9.0,Single house,27.067116009660342,65,18.7,180.0
630.0,12.0,Townhouse,26.092502861120032,88,4.3,200.0
610.0,6.0,Single house,26.7009912890034,67,14.6,190.0
640.0,6.0,Townhouse,26.09026196349175,63,10.4,200.0
610.0,9.0,Single house,33.2556583090593,91,32.0,200.0
380.0,9.0,Single house,24.575383693904055,67,17.8,140.0
590.0,9.0,Single house,25.747417926641923,67,17.8,190.0
730.0,9.0,Townhouse,35.428738517081044,81,22.5,230.0
500.0,9.0,Single house,26.68238995626461,62,9.0,170.0
580.0,9.0,Townhouse,37.59469805936656,92,11.4,190.0
710.0,6.0,Single house,26.026567411173108,78,30.3,220.0
680.0,6.0,Apartment,33.31492109439471,100,26.4,220.0
610.0,9.0,Duplex,18.352263941584024,75,5.1,190.0
420.0,9.0,Single house,27.30675701225448,75,24.6,150.0
440.0,3.0,Single house,18.7030727936198,57,11.2,150.0
600.0,9.0,Duplex,30.726265748909636,84,7.5,190.0
570.0,6.0,Duplex,20.542521240982257,95,28.1,190.0
340.0,6.0,Single house,27.95087622541449,72,7.9,130.0
530.0,9.0,Single house,25.149347341599277,91,21.0,180.0
640.0,12.0,Single house,20.813111164555984,81,14.4,200.0
770.0,9.0,Single house,18.530385015874096,68,4.6,230.0
620.0,9.0,Single house,24.016566636495384,85,11.2,200.0
550.0,12.0,Single house,35.16233268839882,82,6.1,180.0
520.0,9.0,Apartment,25.09346590951451,69,22.5,170.0
610.0,9.0,Apartment,31.086463564690412,100,15.0,200.0
210.0,12.0,Single house,26.263854736289098,82,12.6,90.0
730.0,9.0,Single house,30.88601446098467,82,8.1,230.0
610.0,9.0,Single house,17.503005608609566,79,30.2,190.0
680.0,9.0,Single house,24.55043481231174,87,14.8,210.0
510.0,6.0,Single house,31.24577427399336,88,10.2,170.0
360.0,9.0,Duplex,25.738104934492693,75,25.0,130.0
530.0,9.0,Single house,26.118263281797244,93,10.5,180.0
380.0,6.0,Townhouse,24.41543046738225,76,17.3,140.0
480.0,12.0,Single house,32.235644878884194,87,17.2,170.0
510.0,12.0,Duplex,28.018912983293912,88,16.2,170.0
570.0,6.0,Apartment,26.7641271982849,98,26.0,190.0
710.0,9.0,Apartment,29.72933693064643,63,14.3,220.0
830.0,9.0,Single house,29.45793033035072,71,10.1,250.0
640.0,15.0,Single house,27.59852281108273,87,10.8,210.0
620.0,9.0,Single house,34.20402284132161,82,14.0,200.0
300.0,9.0,Single house,26.24779363970329,69,25.5,120.0
420.0,12.0,Apartment,27.922718118658253,76,4.8,150.0
330.0,9.0,Apartment,23.36360179212012,70,12.8,120.0
580.0,9.0,Single house,27.289287304897268,60,28.2,190.0
440.0,6.0,Single house,34.4056364737565,100,13.1,160.0
630.0,9.0,Townhouse,23.36209180236267,64,11.5,200.0
580.0,9.0,Apartment,20.93493244430656,74,11.0,190.0
450.0,9.0,Single house,31.48017716317501,74,9.9,160.0
620.0,9.0,Single house,25.809824477660214,85,24.9,200.0
300.0,9.0,Single house,27.02143774581729,58,11.7,110.0
680.0,9.0,Single house,26.32290607793492,74,20.6,210.0
790.0,9.0,Apartment,26.93786946466813,85,13.3,240.0
560.0,12.0,Single house,30.756343814657946,78,19.0,180.0
560.0,12.0,Single house,22.392552187750525,76,4.0,180.0
500.0,9.0,Single house,21.53793521489476,81,19.1,170.0
530.0,9.0,Single house,26.96680920955358,91,13.4,180.0
370.0,9.0,Single house,18.594340468440254,74,12.2,130.0
440.0,9.0,Single house,19.749601927809383,66,10.5,150.0
460.0,6.0,Townhouse,35.78629851545848,73,9.0,160.0
780.0,12.0,Single house,30.29568516502088,73,16.3,240.0
440.0,12.0,Single house,26.496437395465307,73,15.2,150.0
270.0,9.0,Apartment,32.674351264211204,74,16.3,110.0
410.0,12.0,Apartment,21.39525074229546,56,9.4,140.0
620.0,6.0,Duplex,24.98398147045693,65,24.7,200.0
620.0,9.0,Single house,29.63231229786762,83,5.9,200.0
140.0,9.0,Single house,30.95504175430233,76,27.2,80.0
600.0,6.0,Single house,29.085155323014423,57,6.1,190.0
820.0,6.0,Single house,13.967084833160216,91,14.2,250.0
670.0,9.0,Single house,21.75421044877727,61,9.7,210.0
850.0,9.0,Duplex,28.90770398838341,89,17.6,260.0
610.0,9.0,Single house,24.78425704063524,84,11.0,200.0
620.0,9.0,Single house,39.12036345397483,64,10.2,200.0
500.0,12.0,Apartment,31.13268052100405,64,19.7,170.0
620.0,12.0,Apartment,29.308722240279323,77,7.9,200.0
420.0,9.0,Single house,21.017316640170648,100,7.7,150.0
420.0,9.0,Duplex,26.371498070182497,89,16.7,150.0
930.0,12.0,Single house,27.740176554100746,66,16.4,280.0
740.0,9.0,Single house,32.12874590034955,89,14.1,230.0
480.0,6.0,Apartment,30.907815861860108,53,10.6,160.0
800.0,12.0,Apartment,31.65951344409066,82,11.6,250.0
500.0,6.0,Single house,21.97285245295742,78,17.4,170.0
730.0,6.0,Apartment,33.536367837795154,89,11.7,230.0
600.0,6.0,Single house,19.713084707295945,92,15.0,190.0
510.0,6.0,Townhouse,23.89343985096943,100,24.9,170.0
370.0,12.0,Single house,28.678534049197854,44,2.4,130.0
540.0,9.0,Single house,25.80425355213789,66,13.3,180.0
770.0,9.0,Single house,21.56633448451099,92,11.6,240.0
620.0,9.0,Single house,22.479545294481422,91,18.5,200.0
540.0,9.0,Single house,18.88235803311417,89,12.4,180.0
540.0,9.0,Duplex,29.179491394302527,48,3.3,180.0
410.0,9.0,Duplex,32.78603271417557,98,28.0,150.0
590.0,6.0,Single house,26.049269089380168,76,3.5,190.0
460.0,9.0,Single house,24.564490296900484,100,10.6,160.0
650.0,6.0,Single house,19.258218435307803,78,15.2,200.0
700.0,6.0,Single house,31.066566456265207,85,2.7,220.0
300.0,6.0,Single house,37.49217338075242,91,9.0,120.0
600.0,9.0,Single house,17.648810699600787,74,7.3,190.0
540.0,9.0,Single house,21.282223887351627,51,16.3,170.0
710.0,6.0,Single house,23.182231370623416,86,11.5,220.0
680.0,12.0,Townhouse,23.75284327828861,78,27.8,210.0
270.0,9.0,Single house,27.67157938442716,89,22.0,110.0
340.0,9.0,Single house,34.536752190254056,77,3.0,130.0
450.0,9.0,Single house,31.538773501174443,81,25.5,160.0
800.0,6.0,Apartment,29.157823975949796,83,6.0,250.0
770.0,9.0,Duplex,22.962769846126847,75,28.3,240.0
1000.0,12.0,Single house,21.00405717449868,62,27.4,290.0
520.0,6.0,Single house,22.602179165000734,63,9.1,170.0
640.0,9.0,Single house,34.20914759804168,88,21.3,210.0
280.0,9.0,Apartment,26.24058758900032,78,19.0,110.0
410.0,12.0,Single house,24.334377475586955,63,12.1,140.0
330.0,9.0,Duplex,25.63662606647947,100,8.0,130.0
400.0,9.0,Single house,30.628077118427345,93,4.7,140.0
250.0,9.0,Single house,20.04761104219546,60,26.3,100.0
690.0,12.0,Single house,33.54984390403292,89,4.9,220.0
460.0,9.0,Single house,27.320774403101108,64,8.6,160.0
260.0,9.0,Apartment,25.475314238653084,60,13.6,100.0
670.0,9.0,Apartment,28.738305194263287,71,13.5,210.0
340.0,9.0,Single house,27.62728244321012,71,24.4,130.0
490.0,6.0,Single house,24.84244447170339,66,18.7,160.0
250.0,12.0,Apartment,25.295299104610976,77,30.5,100.0
710.0,6.0,Apartment,22.245347324230465,79,10.8,220.0
670.0,9.0,Townhouse,29.795351147970475,66,22.4,210.0
490.0,9.0,Single house,23.91284757463168,77,28.7,160.0
590.0,9.0,Single house,21.812737740177127,72,25.7,190.0
620.0,9.0,Single house,27.367241368351937,58,12.4,200.0
790.0,9.0,Apartment,33.125466280807416,79,25.7,240.0
740.0,12.0,Townhouse,26.306911043506823,66,11.2,230.0
680.0,12.0,Single house,23.536115709306063,83,25.2,210.0
480.0,9.0,Single house,28.545502234355,70,15.5,160.0
460.0,6.0,Single house,36.13294362010956,72,20.4,160.0
350.0,9.0,Single house,19.35928456052978,69,11.1,130.0
410.0,9.0,Single house,28.43812073075413,62,14.1,140.0
420.0,12.0,Single house,27.561395726114604,72,17.7,150.0
510.0,12.0,Single house,32.29580925883456,52,7.6,170.0
390.0,9.0,Townhouse,31.451217340956912,84,23.2,140.0
610.0,12.0,Single house,25.62200682775852,59,16.3,190.0
480.0,12.0,Single house,18.20785651686376,74,14.1,160.0
360.0,9.0,Duplex,30.538707582303413,93,27.3,130.0
630.0,12.0,Single house,22.41201311476909,82,19.1,200.0
840.0,6.0,Single house,21.85985189697884,77,27.1,250.0
300.0,9.0,Single house,32.23055230563801,60,29.3,120.0
570.0,6.0,Single house,22.0375075619056,82,11.6,180.0
670.0,9.0,Duplex,33.490298394713136,79,18.3,210.0
560.0,6.0,Single house,28.208648302173227,52,7.7,180.0
500.0,9.0,Townhouse,28.125853011644026,91,13.9,170.0
560.0,9.0,Apartment,28.0671775947196,90,9.7,180.0
720.0,12.0,Single house,18.436019983795056,93,20.8,220.0
450.0,9.0,Single house,17.75309328030138,78,2.7,150.0
410.0,6.0,Townhouse,27.61320454747092,97,29.2,150.0
960.0,12.0,Single house,29.357853359387708,85,13.5,290.0
630.0,9.0,Townhouse,26.955141540390123,70,13.9,200.0
270.0,9.0,Apartment,22.479621071970268,74,10.1,110.0
430.0,9.0,Single house,26.639881345433796,77,12.2,150.0
160.0,9.0,Townhouse,26.14014787314678,73,23.0,80.0
580.0,9.0,Apartment,21.80828434475365,100,6.1,190.0
590.0,12.0,Single house,31.565379094072128,74,19.0,190.0
880.0,9.0,Apartment,17.981350426544005,74,4.0,260.0
710.0,9.0,Duplex,29.460491844914085,79,10.8,220.0
1000.0,15.0,Duplex,28.448617787012594,99,17.2,300.0
500.0,9.0,Apartment,31.544290612534915,89,11.4,170.0
580.0,9.0,Single house,21.56992316309008,81,12.5,190.0
440.0,9.0,Single house,27.04818230722457,74,16.2,150.0
520.0,9.0,Single house,37.29348343034185,76,24.8,180.0
430.0,9.0,Single house,29.82348466176548,72,19.2,150.0
690.0,12.0,Single house,27.044093914425297,89,33.4,220.0
460.0,9.0,Duplex,29.215065238082204,73,27.9,160.0
610.0,9.0,Duplex,26.972792300998524,70,13.2,200.0
400.0,9.0,Duplex,37.39116209675414,78,9.9,140.0
490.0,12.0,Single house,31.415216100373367,75,21.9,170.0
620.0,9.0,Townhouse,26.122422907775967,60,16.3,200.0
500.0,9.0,Single house,27.79525751657031,71,16.8,170.0
690.0,9.0,Single house,24.61176685061591,85,16.3,220.0
750.0,9.0,Single house,32.53497505694794,64,5.6,230.0
410.0,9.0,Single house,19.585998312831425,87,6.7,140.0
620.0,9.0,Duplex,18.60276120840504,82,12.2,200.0
360.0,9.0,Single house,33.7668549421131,98,1.8,130.0
700.0,9.0,Single house,37.20415990444131,86,13.8,220.0
310.0,9.0,Single house,28.864326224280408,70,25.7,120.0
530.0,9.0,Single house,27.104269740333827,72,14.2,170.0
710.0,12.0,Single house,29.799691998225576,76,25.3,220.0
630.0,9.0,Single house,23.34330197562227,70,28.1,200.0
450.0,6.0,Single house,27.39387247972038,84,15.9,160.0
650.0,9.0,Single house,26.73881502520519,79,24.1,210.0
610.0,12.0,Single house,29.647709972406464,66,20.2,200.0
320.0,9.0,Apartment,18.83412421670912,64,19.2,120.0
750.0,9.0,Single house,24.03639482087851,75,22.0,230.0
790.0,9.0,Duplex,30.72894516607107,68,15.1,240.0
510.0,9.0,Single house,23.20202748444812,100,10.2,170.0
320.0,12.0,Single house,21.629078122872407,67,6.8,120.0
450.0,12.0,Single house,36.65447407286035,98,14.2,160.0
540.0,6.0,Single house,26.73490103210496,82,3.8,180.0
700.0,12.0,Single house,23.68057213849805,94,6.1,220.0
780.0,6.0,Single house,18.16898326572009,85,20.6,240.0
540.0,9.0,Apartment,30.15648134530504,93,28.0,180.0
570.0,3.0,Single house,30.00694089212446,63,15.7,180.0
470.0,9.0,Single house,25.067356908395745,59,10.3,160.0
310.0,9.0,Single house,21.09017748622683,84,14.1,120.0
250.0,6.0,Single house,26.424697284187157,65,12.1,100.0
590.0,9.0,Single house,22.408729397182903,87,20.3,190.0
560.0,6.0,Single house,21.88285366629501,84,11.0,180.0
310.0,9.0,Single house,26.03531381148148,77,11.0,120.0
570.0,6.0,Single house,21.341834457849608,88,17.4,190.0
470.0,9.0,Duplex,27.767129259716537,70,18.6,160.0
550.0,9.0,Single house,29.5557798527786,91,26.5,180.0
720.0,9.0,Single house,22.39003631770963,68,29.8,220.0
290.0,9.0,Single house,19.77340370929189,94,16.1,110.0
330.0,9.0,Single house,34.27455094604817,82,16.3,130.0
